GeneSymbol	EntrezID	MedGenID	Phenotype	Grouped
MT-TH	4564	CN069283	MERRF/MELAS.overlap.syndrome	MERRF/MELAS.overlap.syndrome
MT-TS1	4574	CN069283	MERRF/MELAS.overlap.syndrome	MERRF/MELAS.overlap.syndrome
MT-TS2	4575	CN069283	MERRF/MELAS.overlap.syndrome	MERRF/MELAS.overlap.syndrome
BCL10	8915	C0025500	Mesothelioma	Mesothelioma
WT1	7490	C0025500	Mesothelioma	Mesothelioma
LMNA	4000	C0025517	Metabolic.disease	Metabolic.disease
MTTP	4547	C1970051	"Metabolic.syndrome,.protection.against"	"Metabolic.syndrome,.protection.against"
FGF16	8823	C1839728	Metacarpal.4-5.fusion	Metacarpal.4-5.fusion
PTPN11	5781	C0410530	Metachondromatosis	Metachondromatosis
ARSA	410	C0023522	Metachromatic.leukodystrophy	Metachromatic.leukodystrophy
ARSA	410	C0751279	"Metachromatic.leukodystrophy,.adult.type"	Metachromatic.leukodystrophy
ARSA	410	C0751276	"Metachromatic.leukodystrophy,.juvenile.type"	Metachromatic.leukodystrophy
ARSA	410	C0751278	"Metachromatic.leukodystrophy,.late.infantile"	Metachromatic.leukodystrophy
PTH1R	5745	C0265295	"Metaphyseal.chondrodysplasia,.Jansen.type"	Metachromatic.leukodystrophy
RMRP	6023	C0220748	"Metaphyseal.chondrodysplasia,.McKusick.type"	Metachromatic.leukodystrophy
COL10A1	1300	C0265289	"Metaphyseal.chondrodysplasia,.Schmid.type"	Metachromatic.leukodystrophy
MMP13	4322	C0432225	"Metaphyseal.chondrodysplasia,.Spahr.type"	Metachromatic.leukodystrophy
RMRP	6023	C1834821	Metaphyseal.dysplasia.without.hypotrichosis	Metachromatic.leukodystrophy
TRPV4	59341	C0265281	Metatrophic.dysplasia	Metatrophic.dysplasia
CYB5R3	1727	C2749559	"METHEMOGLOBINEMIA,.TYPE.I"	"METHEMOGLOBINEMIA,.TYPE.I"
CYB5R3	1727	C2749560	Methemoglobinemia.type.2	Methemoglobinemia.type.2
CYB5A	1528	C2673427	Methemoglobinemia.type.4	Methemoglobinemia.type.4
MAT1A	4143	CN068480	"Methionine.adenosyltransferase.deficiency,.autosomal.dominant"	"Methionine.adenosyltransferase.deficiency,.autosomal.dominant"
MAT1A	4143	CN068479	"Methionine.adenosyltransferase.deficiency,.autosomal.recessive"	"Methionine.adenosyltransferase.deficiency,.autosomal.recessive"
MTR	4548	C1855128	"METHYLCOBALAMIN.DEFICIENCY,.cblG.TYPE"	"METHYLCOBALAMIN.DEFICIENCY,.cblG.TYPE"
ALDH6A1	4329	C1864150	Methylmalonate.semialdehyde.dehydrogenase.deficiency	Methylmalonate.semialdehyde.dehydrogenase.deficiency
MMACHC	25974	C1848561	Methylmalonic.acidemia.with.homocystinuria	Methylmalonic.acidemia.with.homocystinuria
MMADHC	27249	C1848552	Methylmalonic.acidemia.with.homocystinuria.cblD	Methylmalonic.acidemia.with.homocystinuria.cblD
MMADHC	27249	C1848554	"Methylmalonic.aciduria,.cblD.type,.variant.2"	"Methylmalonic.aciduria,.cblD.type,.variant.2"
MUT	4594	C1855116	"METHYLMALONIC.ACIDURIA,.mut(-).TYPE"	"METHYLMALONIC.ACIDURIA,.mut(-).TYPE"
MUT	4594	C1855115	"METHYLMALONIC.ACIDURIA,.mut(0).TYPE"	"METHYLMALONIC.ACIDURIA,.mut(0).TYPE"
LMBRD1	55788	C1848578	"METHYLMALONIC.ACIDURIA.AND.HOMOCYSTINURIA,.cblF.TYPE"	"METHYLMALONIC.ACIDURIA.AND.HOMOCYSTINURIA,.cblF.TYPE"
ABCD4	5826	C3553915	"METHYLMALONIC.ACIDURIA.AND.HOMOCYSTINURIA,.cblJ.TYPE"	"METHYLMALONIC.ACIDURIA.AND.HOMOCYSTINURIA,.cblJ.TYPE"
MMAA	166785	C1855109	Methylmalonic.aciduria.cblA.type	Methylmalonic.aciduria.cblA.type
MMAB	326625	C1855102	Methylmalonic.aciduria.cblB.type	Methylmalonic.aciduria.cblB.type
MUT	4594	C1855114	Methylmalonic.aciduria.due.to.methylmalonyl-CoA.mutase.deficiency	Methylmalonic.aciduria.due.to.methylmalonyl-CoA.mutase.deficiency
CD320	51293	C3150900	Methylmalonic.aciduria.due.to.transcobalamin.receptor.defect	Methylmalonic.aciduria.due.to.transcobalamin.receptor.defect
MCEE	84693	C1855100	Methylmalonyl-CoA.epimerase.deficiency	Methylmalonyl-CoA.epimerase.deficiency
MVK	4598	C1959626	Mevalonic.aciduria	Mevalonic.aciduria
MASP1	5648	C0796059	Michels.syndrome	Michels.syndrome
PCNT	5116	C1859451	Microcephalic.osteodysplastic.primordial.dwarfism.type.2	Microcephalic.osteodysplastic.primordial.dwarfism.type.2
AP4M1	9179	C0424688	Microcephaly	Microcephaly
ARL14EP	120534	C0424688	Microcephaly	Microcephaly
DYRK1A	1859	C0424688	Microcephaly	Microcephaly
GEMIN4	50628	C0424688	Microcephaly	Microcephaly
MATN4	8785	C0424688	Microcephaly	Microcephaly
MTSS1L	92154	C0424688	Microcephaly	Microcephaly
NPC2	10577	C0424688	Microcephaly	Microcephaly
PCDHB4	56131	C0424688	Microcephaly	Microcephaly
IER3IP1	51124	C3280240	"Microcephaly,.epilepsy,.and.diabetes.syndrome"	Microcephaly
WDR73	84942	C0795949	"Microcephaly,.hiatal.hernia.and.nephrotic.syndrome"	Microcephaly
NBN	4683	C0398791	"Microcephaly,.normal.intelligence.and.immunodeficiency"	Microcephaly
MED17	9440	C3150921	"Microcephaly,.postnatal.progressive,.with.seizures.and.brain.atrophy"	Microcephaly
QARS	5859	CN186296	"Microcephaly,.progressive,.with.seizures.and.cerebral.and.cerebellar.atrophy"	Microcephaly
TRMT10A	93587	CN219581	"Microcephaly,.short.stature,.and.impaired.glucose.metabolism"	Microcephaly
ZNF335	63925	C3554499	"Microcephaly.10,.primary,.autosomal.recessive"	Microcephaly
CDK6	1021	CN220919	"Microcephaly.12,.primary,.autosomal.recessive"	Microcephaly
CENPE	1062	CN220782	"Microcephaly.13,.primary,.autosomal.recessive"	Microcephaly
SASS6	163786	CN231127	"MICROCEPHALY.14,.PRIMARY,.AUTOSOMAL.RECESSIVE"	Microcephaly
CEP152	22995	C3553886	"Microcephaly.9,.primary,.autosomal.recessive"	Microcephaly
PLK4	10733	CN224990	"Microcephaly.and.chorioretinopathy,.autosomal.recessive,.2"	Microcephaly
TUBGCP4	27229	CN230160	"MICROCEPHALY.AND.CHORIORETINOPATHY,.AUTOSOMAL.RECESSIVE,.3"	Microcephaly
TUBGCP6	85378	C1855056	"Microcephaly.with.chorioretinopathy,.autosomal.recessive"	Microcephaly
RBBP8	5932	C2673414	Microcephaly.with.mental.retardation.and.digital.anomalies	Microcephaly
KIF11	3832	C1835265	"Microcephaly.with.or.without.chorioretinopathy,.lymphedema,.or.mental.retardation"	Microcephaly
STAMBP	10617	C3280296	Microcephaly-capillary.malformation.syndrome	Microcephaly
ADAMTS18	170692	C3809567	"Microcornea,.myopic.chorioretinal.atrophy,.and.telecanthus"	"Microcornea,.myopic.chorioretinal.atrophy,.and.telecanthus"
BEST1	7439	C2674009	"Microcornea,.rod-cone.dystrophy,.cataract,.and.posterior.staphyloma"	"Microcornea,.rod-cone.dystrophy,.cataract,.and.posterior.staphyloma"
TMPRSS6	164656	C0085576	Microcytic.anemia	Microcytic.anemia
SRD5A2	6716	CN000054	Micropenis	Micropenis
VSX2	338917	C1864722	"Microphthalmia,.cataracts,.and.iris.abnormalities"	Microphthalmia
RBP4	5950	CN231314	"MICROPHTHALMIA,.ISOLATED,.WITH.COLOBOMA.10"	Microphthalmia
VSX2	338917	C1864721	"Microphthalmia,.isolated,.with.coloboma.3"	Microphthalmia
SHH	6469	C1968843	"Microphthalmia,.isolated,.with.coloboma.5"	Microphthalmia
GDF3	9573	C3150968	"Microphthalmia,.isolated,.with.coloboma.6"	Microphthalmia
GDF6	392255	C3150968	"Microphthalmia,.isolated,.with.coloboma.6"	Microphthalmia
ABCB6	10058	C3281027	"Microphthalmia,.isolated,.with.coloboma.7"	Microphthalmia
TENM3	55714	C3554592	"Microphthalmia,.isolated,.with.coloboma.9"	Microphthalmia
VSX2	338917	C1864720	"Microphthalmia,.isolated.2"	Microphthalmia
RAX	30062	C1970237	"Microphthalmia,.isolated.3"	Microphthalmia
GDF6	392255	C2751307	"Microphthalmia,.isolated.4"	Microphthalmia
MFRP	83552	C1970236	"Microphthalmia,.isolated.5"	Microphthalmia
MFRP	NA	C1970236	"Microphthalmia,.isolated.5"	Microphthalmia
PRSS56	646960	C3150757	"Microphthalmia,.isolated.6"	Microphthalmia
GDF3	9573	C3150969	"Microphthalmia,.isolated.7"	Microphthalmia
ALDH1A3	220	C3554524	"Microphthalmia,.isolated.8"	Microphthalmia
HCCS	3052	C0796070	"Microphthalmia,.syndromic,.7"	Microphthalmia
VAX1	11023	C3553077	"Microphthalmia,.syndromic.11"	Microphthalmia
RARB	5915	C3809803	"Microphthalmia,.syndromic.12"	Microphthalmia
HMGB3	3149	C3806742	"Microphthalmia,.syndromic.13"	Microphthalmia
LRBA	987	CN189715	"Microphthalmia,.syndromic.14"	Microphthalmia
SOX2	6657	C1859773	Microphthalmia.syndromic.3	Microphthalmia
OTX2	5015	C1864690	Microphthalmia.syndromic.5	Microphthalmia
BMP4	652	C1864689	Microphthalmia.syndromic.6	Microphthalmia
STRA6	64220	C1832661	Microphthalmia.syndromic.9	Microphthalmia
LTBP2	4053	C1562061	Microspherophakia	Microspherophakia
HOXA2	3199	C2676772	"Microtia,.hearing.impairment,.and.cleft.palate"	"Microtia,.hearing.impairment,.and.cleft.palate"
VEGFA	7422	C2676832	Microvascular.complications.of.diabetes.1	Microvascular.complications.of.diabetes.1
EPO	2056	C2675471	Microvascular.complications.of.diabetes.2	Microvascular.complications.of.diabetes.2
IL1RN	3557	C2675112	Microvascular.complications.of.diabetes.4	Microvascular.complications.of.diabetes.4
SOD2	6648	C2675128	Microvascular.complications.of.diabetes.6	Microvascular.complications.of.diabetes.6
ATP1A2	477	C1865323	"Migraine,.familial.basilar"	"Migraine,.familial.basilar"
KCNK18	338567	C3150908	"Migraine,.with.or.without.aura.13"	"Migraine,.with.or.without.aura.13"
PAH	5053	C2678416	Mild.non-PKU.hyperphenylalanemia	Mild.non-PKU.hyperphenylalanemia
DHODH	1723	C0265257	Miller.syndrome	Miller.syndrome
NR0B1	190	C2749175	"Mineralocorticoid.deficiency,.isolated"	"Mineralocorticoid.deficiency,.isolated"
RYR1	6261	C1850674	Minicore.myopathy.with.external.ophthalmoplegia	Minicore.myopathy.with.external.ophthalmoplegia
DCC	1630	C1834870	"Mirror.movements,.congenital"	"Mirror.movements,.congenital"
RAD51	5888	C3281089	Mirror.movements.2	Mirror.movements.2
DNAL4	10126	CN220783	Mirror.movements.3	Mirror.movements.3
RFX6	222546	C2748662	Mitchell-Riley.syndrome	Mitchell-Riley.syndrome
HMGCS2	3158	C2751532	mitochondrial.3-hydroxy-3-methylglutaryl-CoA.synthase.deficiency	mitochondrial.3-hydroxy-3-methylglutaryl-CoA.synthase.deficiency
FOXRED1	55572	C1838979	Mitochondrial.complex.I.deficiency	Mitochondrial.complex.I.deficiency
MT-ND1	4535	C1838979	Mitochondrial.complex.I.deficiency	Mitochondrial.complex.I.deficiency
MT-ND2	4536	C1838979	Mitochondrial.complex.I.deficiency	Mitochondrial.complex.I.deficiency
NDUFA1	4694	C1838979	Mitochondrial.complex.I.deficiency	Mitochondrial.complex.I.deficiency
NDUFA11	126328	C1838979	Mitochondrial.complex.I.deficiency	Mitochondrial.complex.I.deficiency
NDUFAF1	51103	C1838979	Mitochondrial.complex.I.deficiency	Mitochondrial.complex.I.deficiency
NDUFAF2	91942	C1838979	Mitochondrial.complex.I.deficiency	Mitochondrial.complex.I.deficiency
NDUFAF3	25915	C1838979	Mitochondrial.complex.I.deficiency	Mitochondrial.complex.I.deficiency
NDUFAF4	29078	C1838979	Mitochondrial.complex.I.deficiency	Mitochondrial.complex.I.deficiency
NDUFAF5	79133	C1838979	Mitochondrial.complex.I.deficiency	Mitochondrial.complex.I.deficiency
NDUFB3	4709	C1838979	Mitochondrial.complex.I.deficiency	Mitochondrial.complex.I.deficiency
NDUFB9	4715	C1838979	Mitochondrial.complex.I.deficiency	Mitochondrial.complex.I.deficiency
NDUFS1	4719	C1838979	Mitochondrial.complex.I.deficiency	Mitochondrial.complex.I.deficiency
NDUFS2	4720	C1838979	Mitochondrial.complex.I.deficiency	Mitochondrial.complex.I.deficiency
NDUFS4	4724	C1838979	Mitochondrial.complex.I.deficiency	Mitochondrial.complex.I.deficiency
NDUFS6	4726	C1838979	Mitochondrial.complex.I.deficiency	Mitochondrial.complex.I.deficiency
NDUFS8	4728	C1838979	Mitochondrial.complex.I.deficiency	Mitochondrial.complex.I.deficiency
NDUFV1	4723	C1838979	Mitochondrial.complex.I.deficiency	Mitochondrial.complex.I.deficiency
NDUFV2	4729	C1838979	Mitochondrial.complex.I.deficiency	Mitochondrial.complex.I.deficiency
NUBPL	80224	C1838979	Mitochondrial.complex.I.deficiency	Mitochondrial.complex.I.deficiency
SDHA	6389	C1855008	Mitochondrial.complex.II.deficiency	Mitochondrial.complex.II.deficiency
SDHAF1	644096	C1855008	Mitochondrial.complex.II.deficiency	Mitochondrial.complex.II.deficiency
SDHD	6392	C1855008	Mitochondrial.complex.II.deficiency	Mitochondrial.complex.II.deficiency
BCS1L	617	C1852372	Mitochondrial.complex.III.deficiency	Mitochondrial.complex.III.deficiency
UQCRB	7381	C1852372	Mitochondrial.complex.III.deficiency	Mitochondrial.complex.III.deficiency
TTC19	54902	C3554605	"Mitochondrial.complex.III.deficiency,.nuclear.type.2"	"Mitochondrial.complex.III.deficiency,.nuclear.type.2"
UQCRQ	27089	C3554607	"Mitochondrial.complex.III.deficiency,.nuclear.type.4"	"Mitochondrial.complex.III.deficiency,.nuclear.type.4"
UQCRC2	7385	C3554608	"Mitochondrial.complex.III.deficiency,.nuclear.type.5"	"Mitochondrial.complex.III.deficiency,.nuclear.type.5"
CYC1	1537	C3809553	"MITOCHONDRIAL.COMPLEX.III.DEFICIENCY,.NUCLEAR.TYPE.6"	"MITOCHONDRIAL.COMPLEX.III.DEFICIENCY,.NUCLEAR.TYPE.6"
UQCC2	84300	CN188214	"MITOCHONDRIAL.COMPLEX.III.DEFICIENCY,.NUCLEAR.TYPE.7"	"MITOCHONDRIAL.COMPLEX.III.DEFICIENCY,.NUCLEAR.TYPE.7"
LYRM7	90624	CN188725	"MITOCHONDRIAL.COMPLEX.III.DEFICIENCY,.NUCLEAR.TYPE.8"	"MITOCHONDRIAL.COMPLEX.III.DEFICIENCY,.NUCLEAR.TYPE.8"
UQCC3	790955	CN221539	"MITOCHONDRIAL.COMPLEX.III.DEFICIENCY,.NUCLEAR.TYPE.9"	"MITOCHONDRIAL.COMPLEX.III.DEFICIENCY,.NUCLEAR.TYPE.9"
ATP5A1	498	C3808899	"MITOCHONDRIAL.COMPLEX.V.(ATP.SYNTHASE).DEFICIENCY,.NUCLEAR.TYPE.4"	"MITOCHONDRIAL.COMPLEX.V.(ATP.SYNTHASE).DEFICIENCY,.NUCLEAR.TYPE.4"
POLG	5428	C0751651	Mitochondrial.diseases	Mitochondrial.diseases
RRM2B	50484	C2749861	"Mitochondrial.DNA.depletion.syndrome,.encephalomyopathic.form,.with.renal.tubulopathy"	"Mitochondrial.DNA.depletion.syndrome,.encephalomyopathic.form,.with.renal.tubulopathy"
MGME1	92667	C3554462	Mitochondrial.DNA.depletion.syndrome.11	Mitochondrial.DNA.depletion.syndrome
SLC25A4	291	C3809443	Mitochondrial.DNA.depletion.syndrome.12.(cardiomyopathic.type)	Mitochondrial.DNA.depletion.syndrome
FBXL4	26235	C3809592	Mitochondrial.DNA.depletion.syndrome.13.(encephalomyopathic.type)	Mitochondrial.DNA.depletion.syndrome
TK2	7084	C3149750	Mitochondrial.DNA.depletion.syndrome.2	Mitochondrial.DNA.depletion.syndrome
POLG	5428	C3150914	"Mitochondrial.DNA.depletion.syndrome.4B,.MNGIE.type"	Mitochondrial.DNA.depletion.syndrome
SUCLA2	8803	C2749864	Mitochondrial.DNA.depletion.syndrome.5.(encephalomyopathic.with.or.without.methylmalonic.aciduria)	Mitochondrial.DNA.depletion.syndrome
C10orf2	56652	C1849096	Mitochondrial.DNA.depletion.syndrome.7.(hepatocerebral.type)	Mitochondrial.DNA.depletion.syndrome
RRM2B	50484	C3150172	Mitochondrial.DNA.depletion.syndrome.8B.(MNGIE.type)	Mitochondrial.DNA.depletion.syndrome
SUCLG1	8802	C3151476	Mitochondrial.DNA.depletion.syndrome.9.(encephalomyopathic.with.methylmalonic.aciduria)	Mitochondrial.DNA.depletion.syndrome
C10orf2	56652	C3151513	"Mitochondrial.DNA-depletion.syndrome.3,.hepatocerebral"	Mitochondrial.DNA.depletion.syndrome
DGUOK	1716	C3151513	"Mitochondrial.DNA-depletion.syndrome.3,.hepatocerebral"	Mitochondrial.DNA.depletion.syndrome
FARS2	10667	C0162666	Mitochondrial.encephalomyopathy	Mitochondrial.encephalomyopathy
FBXL4	26235	C0162666	Mitochondrial.encephalomyopathy	Mitochondrial.encephalomyopathy
MFF	56947	C0162666	Mitochondrial.encephalomyopathy	Mitochondrial.encephalomyopathy
MT-CYB	4519	C0162666	Mitochondrial.encephalomyopathy	Mitochondrial.encephalomyopathy
MT-TL1	4567	C0162666	Mitochondrial.encephalomyopathy	Mitochondrial.encephalomyopathy
MT-TL2	4568	C0162666	Mitochondrial.encephalomyopathy	Mitochondrial.encephalomyopathy
MT-TR	4573	C0162666	Mitochondrial.encephalomyopathy	Mitochondrial.encephalomyopathy
MT-TW	4578	C0162666	Mitochondrial.encephalomyopathy	Mitochondrial.encephalomyopathy
MT-TA	4553	C0162670	Mitochondrial.myopathy	Mitochondrial.myopathy
MT-TL2	4568	C0162670	Mitochondrial.myopathy	Mitochondrial.myopathy
MT-TM	4569	C0162670	Mitochondrial.myopathy	Mitochondrial.myopathy
MT-TW	4578	C0162670	Mitochondrial.myopathy	Mitochondrial.myopathy
MT-TE	4556	C3151898	"Mitochondrial.myopathy,.infantile,.due.to.reversible.cytochrome.c.oxidase.deficiency"	"Mitochondrial.myopathy,.infantile,.due.to.reversible.cytochrome.c.oxidase.deficiency"
PNPLA8	50640	C1855033	Mitochondrial.myopathy.with.lactic.acidosis	Mitochondrial.myopathy.with.lactic.acidosis
SLC25A3	5250	C1835845	Mitochondrial.phosphate.carrier.deficiency	Mitochondrial.phosphate.carrier.deficiency
MPC1	51660	C3553607	Mitochondrial.pyruvate.carrier.deficiency	Mitochondrial.pyruvate.carrier.deficiency
ECHS1	1892	CN228784	MITOCHONDRIAL.SHORT-CHAIN.ENOYL-CoA.HYDRATASE.1.DEFICIENCY	MITOCHONDRIAL.SHORT-CHAIN.ENOYL-CoA.HYDRATASE.1.DEFICIENCY
HADHA	3030	C0342786	Mitochondrial.trifunctional.protein.deficiency	Mitochondrial.trifunctional.protein.deficiency
HADHB	3032	C0342786	Mitochondrial.trifunctional.protein.deficiency	Mitochondrial.trifunctional.protein.deficiency
DYSF	8291	C1850808	Miyoshi.muscular.dystrophy.1	Miyoshi.muscular.dystrophy.1
ANO5	203859	C2750076	Miyoshi.muscular.dystrophy.3	Miyoshi.muscular.dystrophy.3
TIMM8A	1678	C0796074	Mohr-Tranebjaerg.syndrome	Mohr-Tranebjaerg.syndrome
MOCS1	4337	C1854988	"Molybdenum.cofactor.deficiency,.complementation.group.A"	"Molybdenum.cofactor.deficiency,.complementation.group.A"
MOCS2	4338	C1854989	"Molybdenum.cofactor.deficiency,.complementation.group.B"	"Molybdenum.cofactor.deficiency,.complementation.group.B"
GPHN	10243	C1854990	"Molybdenum.cofactor.deficiency,.complementation.group.C"	"Molybdenum.cofactor.deficiency,.complementation.group.C"
MAOA	4128	C0796275	Monoamine.oxidase.A.deficiency	Monoamine.oxidase.A.deficiency
IRF8	3394	C3808590	"Monocyte.and.dendritic.cell.deficiency,.autosomal.recessive"	"Monocyte.and.dendritic.cell.deficiency,.autosomal.recessive"
PPARG	5468	C0028756	Morbid.obesity	Morbid.obesity
UCP3	7352	C0028756	Morbid.obesity	Morbid.obesity
CEP19	84984	C3810324	Morbid.obesity.and.spermatogenic.failure	Morbid.obesity.and.spermatogenic.failure
INPP5E	56623	C1857802	MORM.syndrome	MORM.syndrome
BUB1B	701	C1850343	Mosaic.variegated.aneuploidy.syndrome	Mosaic.variegated.aneuploidy.syndrome
CEP57	9702	C3279843	Mosaic.variegated.aneuploidy.syndrome.2	Mosaic.variegated.aneuploidy.syndrome.2
ZEB2	9839	C1856113	Mowat-Wilson.syndrome	Mowat-Wilson.syndrome
RNF213	57674	C1846689	Moyamoya.disease.2	Moyamoya.disease.2
GUCY1A3	2982	C3810403	Moyamoya.disease.6.with.achalasia	Moyamoya.disease.6.with.achalasia
GNPTG	84572	C1854896	Mucolipidosis.III.Gamma	Mucolipidosis.III.Gamma
IDUA	3425	C0086431	"Mucopolysaccharidosis,.MPS-I-H/S"	Mucopolysaccharidosis
IDS	3423	C0026705	"Mucopolysaccharidosis,.MPS-II"	Mucopolysaccharidosis
GNPTAB	79158	C0086647	"Mucopolysaccharidosis,.MPS-III-A"	Mucopolysaccharidosis
SGSH	6448	C0086647	"Mucopolysaccharidosis,.MPS-III-A"	Mucopolysaccharidosis
NAGLU	4669	C0086648	"Mucopolysaccharidosis,.MPS-III-B"	Mucopolysaccharidosis
HGSNAT	138050	C0086649	"Mucopolysaccharidosis,.MPS-III-C"	Mucopolysaccharidosis
GNS	2799	C0086650	"Mucopolysaccharidosis,.MPS-III-D"	Mucopolysaccharidosis
IDUA	3425	C0026708	"Mucopolysaccharidosis,.MPS-I-S"	Mucopolysaccharidosis
GALNS	2588	C0086651	"Mucopolysaccharidosis,.MPS-IV-A"	Mucopolysaccharidosis
GLB1	2720	C0086652	"Mucopolysaccharidosis,.MPS-IV-B"	Mucopolysaccharidosis
ARSB	411	C0026709	Mucopolysaccharidosis.type.VI	Mucopolysaccharidosis
GUSB	2990	C0085132	Mucopolysaccharidosis.type.VII	Mucopolysaccharidosis
BCL10	8915	C0242647	Mucosa-associated.lymphoma	Mucosa-associated.lymphoma
MLH1	4292	C1321489	Muir-Torr??.syndrome	Muir-Torr??.syndrome
MSH2	4436	C1321489	Muir-Torr??.syndrome	Muir-Torr??.syndrome
TRIM37	4591	C0524582	Mulibrey.nanism.syndrome	Mulibrey.nanism.syndrome
WNT4	54361	C2675014	Mullerian.aplasia.and.hyperandrogenism	Mullerian.aplasia.and.hyperandrogenism
MMP2	4313	C1850155	"Multicentric.osteolysis,.nodulosis.and.arthropathy"	"Multicentric.osteolysis,.nodulosis.and.arthropathy"
MAFB	9935	C2674705	Multicentric.osteolysis.nephropathy	Multicentric.osteolysis.nephropathy
RYR1	6261	C2673970	Multiminicore.Disease	Multiminicore.Disease
RYR1	6261	CN221587	Multiminicore/minicore/multicore.disease	Multiminicore/minicore/multicore.disease
AUTS2	26053	CN197499	Multiple.congenital.anomalies/dysmorphic.syndrome-intellectual.disability	Multiple.congenital.anomalies/dysmorphic.syndrome-intellectual.disability
PIGN	23556	C3279775	Multiple.congenital.anomalies-hypotonia-seizures.syndrome.1	Multiple.congenital.anomalies-hypotonia-seizures.syndrome.1
PIGA	5277	C3275508	Multiple.congenital.anomalies-hypotonia-seizures.syndrome.2	Multiple.congenital.anomalies-hypotonia-seizures.syndrome.2
PIGT	51604	C3809356	Multiple.congenital.anomalies-hypotonia-seizures.syndrome.3	Multiple.congenital.anomalies-hypotonia-seizures.syndrome.3
EXT1	2131	C0015306	Multiple.congenital.exostosis	Multiple.congenital.exostosis
TEK	7010	C1838437	Multiple.Cutaneous.and.Mucosal.Venous.Malformations	Multiple.Cutaneous.and.Mucosal.Venous.Malformations
MEN1	4221	C0025267	"Multiple.endocrine.neoplasia,.type.1"	"Multiple.endocrine.neoplasia,.type.1"
RET	5979	CN073359	"Multiple.endocrine.neoplasia,.type.2"	"Multiple.endocrine.neoplasia,.type.2"
RET	5979	C0025268	"Multiple.endocrine.neoplasia,.type.2a"	"Multiple.endocrine.neoplasia,.type.2a"
